Age,Macro Precision,Macro Recall,Macro F1,Accuracy
Young,0.6685024154589372,0.6645322561557286,0.6534054666931338,0.6702702702702703
Middle-Aged,0.7335384673519373,0.7182278571301199,0.7133528456056193,0.7137330754352031
Senior,0.6651309761222182,0.6504465769358592,0.651530307773371,0.6565040650406504
