Gender,Macro Precision,Macro Recall,Macro F1,Accuracy
Male,0.7374724238420246,0.7379518389976811,0.7369595440827272,0.7385398981324278
Female,0.7046639200171809,0.7116890003127688,0.6978241705416578,0.7118353344768439
