Gender,Macro Precision,Macro Recall,Macro F1,Accuracy
Male,0.6933392266007008,0.6843901951620647,0.6831578554542879,0.6859083191850595
Female,0.7343428790123252,0.7233252208929549,0.7053918934751998,0.7238421955403087
