Age,Macro Precision,Macro Recall,Macro F1,Accuracy
Young,0.6561586987801633,0.6629078981612455,0.6526753511714789,0.6702702702702703
Middle-Aged,0.7305392444705421,0.7321570908896379,0.7310814246796489,0.7311411992263056
Senior,0.6896711130698039,0.6700523429710867,0.6625926183164452,0.676829268292683
