Age,Macro Precision,Macro Recall,Macro F1,Accuracy
Young,0.7005878933978714,0.7027922296312398,0.6960559444050499,0.7099099099099099
Middle-Aged,0.7557418873520153,0.7488603131296921,0.7468204993204992,0.746615087040619
Senior,0.6871278762634625,0.6499356098371551,0.6510089574210612,0.6585365853658537
