Gender,Macro Precision,Macro Recall,Macro F1,Accuracy
Male,0.7315472917453862,0.7316426608644132,0.7309779940000634,0.7317487266553481
Female,0.736916853526908,0.7394653119868637,0.7310892914334519,0.7392795883361921
