Gender,Macro Precision,Macro Recall,Macro F1,Accuracy
Male,0.8343065490843444,0.8046469104021738,0.8058537521039587,0.8064516129032258
Female,0.8402838906208611,0.8247004261474705,0.8146204644478335,0.8250428816466552
