Age,Macro Precision,Macro Recall,Macro F1,Accuracy
Young,0.8018357704627046,0.7956061705780383,0.7931603400031677,0.8
Middle-Aged,0.8276793318247074,0.7930613509513365,0.7878623820305931,0.7872340425531915
Senior,0.7848564491116814,0.7714128447989365,0.7733487588324413,0.7764227642276422
