Gender,Macro Precision,Macro Recall,Macro F1,Accuracy
Male,0.6687350943030999,0.6236487797901791,0.6106372361310536,0.6264855687606112
Female,0.6830155541313899,0.6507902298850574,0.6140166061519843,0.6518010291595198
