Gender,Macro Precision,Macro Recall,Macro F1,Accuracy
Male,0.7185115915318767,0.7110256351322362,0.7135803865247172,0.7113752122241087
Female,0.7329485328557417,0.7323446907498631,0.7244469712922597,0.7324185248713551
