Age,Macro Precision,Macro Recall,Macro F1,Accuracy
Young,0.6182465036831428,0.6099191379307207,0.5870706639173772,0.6144144144144145
Middle-Aged,0.6942129422218241,0.6362658035984949,0.6182303831902036,0.6286266924564797
Senior,0.5908896404642479,0.5587965270854104,0.5522806242904519,0.5650406504065041
