Age,Macro Precision,Macro Recall,Macro F1,Accuracy
Young,0.6890852583776871,0.6655075694554604,0.6561569253772818,0.6702702702702703
Middle-Aged,0.7299254336995493,0.7052666773658589,0.7055289374903444,0.7021276595744681
Senior,0.5716063408090672,0.5113368228647391,0.5137171549380852,0.5203252032520326
