Gender,Macro Precision,Macro Recall,Macro F1,Accuracy
Male,0.7248627758804431,0.7034381799515798,0.7079805558718019,0.7045840407470289
Female,0.761472516931327,0.732122576041911,0.7199800133201953,0.7324185248713551
