Age,Macro Precision,Macro Recall,Macro F1,Accuracy
Young,0.6767873461550808,0.6501336447494533,0.6205102112151432,0.654054054054054
Middle-Aged,0.6848988095238095,0.6608115337292034,0.6513402031522674,0.655705996131528
Senior,0.5438446839606801,0.5249480724493187,0.5280730680378568,0.5304878048780488
