Gender,Macro Precision,Macro Recall,Macro F1,Accuracy
Male,0.7747992941773745,0.755564123583913,0.7510118699847708,0.7538200339558574
Female,0.7770846561855722,0.7774193154273203,0.7697470115509022,0.7770154373927959
