Gender,Macro Precision,Macro Recall,Macro F1,Accuracy
Male,0.7185517970401691,0.70425911454343,0.6965125948594826,0.7062818336162988
Female,0.7160839956946514,0.6918665454687623,0.6496414089604626,0.692967409948542
