Age,Macro Precision,Macro Recall,Macro F1,Accuracy
Young,0.739736141827265,0.7405977321198166,0.7311025307568442,0.7477477477477478
Middle-Aged,0.7753537998126204,0.7511490486634926,0.7435715030996064,0.7543520309477756
Senior,0.6199167486955077,0.5636673313393153,0.5516328672267813,0.5711382113821138
